gene_id	gene_symbol	biotype	description	seq_region_name
ENSG00000172428	COPS9	protein_coding	COP9 signalosome subunit 9 [Source:HGNC Symbol;Acc:HGNC:21314]	2
ENSG00000173457	PPP1R14B	protein_coding	protein phosphatase 1 regulatory inhibitor subunit 14B [Source:HGNC Symbol;Acc:HGNC:9057]	11
ENSG00000178952	TUFM	protein_coding	Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]	16
ENSG00000085662	AKR1B1	protein_coding	aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]	7
ENSG00000070423	RNF126	protein_coding	ring finger protein 126 [Source:HGNC Symbol;Acc:HGNC:21151]	19
ENSG00000092841	MYL6	protein_coding	myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587]	12
ENSG00000137815	RTF1	protein_coding	RTF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:28996]	15
ENSG00000074842	MYDGF	protein_coding	myeloid derived growth factor [Source:HGNC Symbol;Acc:HGNC:16948]	19
ENSG00000107281	NPDC1	protein_coding	neural proliferation, differentiation and control 1 [Source:HGNC Symbol;Acc:HGNC:7899]	9
ENSG00000127445	PIN1	protein_coding	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:HGNC Symbol;Acc:HGNC:8988]	19
ENSG00000128944	KNSTRN	protein_coding	kinetochore localized astrin (SPAG5) binding protein [Source:HGNC Symbol;Acc:HGNC:30767]	15
ENSG00000105698	USF2	protein_coding	upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]	19
ENSG00000123505	AMD1	protein_coding	adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:457]	6
ENSG00000156467	UQCRB	protein_coding	ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:HGNC:12582]	8
ENSG00000143314	MRPL24	protein_coding	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]	1
ENSG00000188486	H2AX	protein_coding	H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]	11
ENSG00000120675	DNAJC15	protein_coding	DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325]	13
ENSG00000167196	FBXO22	protein_coding	F-box protein 22 [Source:HGNC Symbol;Acc:HGNC:13593]	15
ENSG00000100526	CDKN3	protein_coding	cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]	14
ENSG00000116221	MRPL37	protein_coding	mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]	1
ENSG00000179262	RAD23A	protein_coding	RAD23 nucleotide excision repair protein A [Source:HGNC Symbol;Acc:HGNC:9812]	19
ENSG00000087077	TRIP6	protein_coding	thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311]	7
ENSG00000113141	IK	protein_coding	IK cytokine [Source:HGNC Symbol;Acc:HGNC:5958]	5
ENSG00000162585	FAAP20	protein_coding	FA core complex associated protein 20 [Source:HGNC Symbol;Acc:HGNC:26428]	1
ENSG00000090060	PAPOLA	protein_coding	poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]	14
ENSG00000077312	SNRPA	protein_coding	small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]	19
ENSG00000089048	ESF1	protein_coding	ESF1 nucleolar pre-rRNA processing protein [Source:HGNC Symbol;Acc:HGNC:15898]	20
ENSG00000099194	SCD	protein_coding	stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]	10
ENSG00000136527	TRA2B	protein_coding	transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781]	3
ENSG00000124767	GLO1	protein_coding	glyoxalase I [Source:HGNC Symbol;Acc:HGNC:4323]	6
ENSG00000010278	CD9	protein_coding	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	12
ENSG00000134287	ARF3	protein_coding	ARF GTPase 3 [Source:HGNC Symbol;Acc:HGNC:654]	12
ENSG00000122884	P4HA1	protein_coding	prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]	10
ENSG00000128050	PAICS	protein_coding	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]	4
ENSG00000126261	UBA2	protein_coding	ubiquitin like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]	19
ENSG00000135047	CTSL	protein_coding	cathepsin L [Source:HGNC Symbol;Acc:HGNC:2537]	9
ENSG00000111775	COX6A1	protein_coding	cytochrome c oxidase subunit 6A1 [Source:HGNC Symbol;Acc:HGNC:2277]	12
ENSG00000084733	RAB10	protein_coding	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]	2
ENSG00000158747	NBL1	protein_coding	NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]	1
ENSG00000157456	CCNB2	protein_coding	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	15
ENSG00000136628	EPRS1	protein_coding	glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418]	1
ENSG00000105220	GPI	protein_coding	glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458]	19
ENSG00000168496	FEN1	protein_coding	flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650]	11
ENSG00000147874	HAUS6	protein_coding	HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]	9
ENSG00000136824	SMC2	protein_coding	structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011]	9
ENSG00000167775	CD320	protein_coding	CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]	19
ENSG00000092853	CLSPN	protein_coding	claspin [Source:HGNC Symbol;Acc:HGNC:19715]	1
ENSG00000143933	CALM2	protein_coding	calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]	2
ENSG00000103275	UBE2I	protein_coding	ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]	16
ENSG00000175354	PTPN2	protein_coding	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	18
ENSG00000126602	TRAP1	protein_coding	TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]	16
ENSG00000100603	SNW1	protein_coding	SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]	14
ENSG00000124225	PMEPA1	protein_coding	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]	20
ENSG00000171735	CAMTA1	protein_coding	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]	1
ENSG00000092820	EZR	protein_coding	ezrin [Source:HGNC Symbol;Acc:HGNC:12691]	6
ENSG00000126457	PRMT1	protein_coding	protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5187]	19
ENSG00000100353	EIF3D	protein_coding	eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]	22
ENSG00000117614	SYF2	protein_coding	SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824]	1
ENSG00000005075	POLR2J	protein_coding	RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]	7
ENSG00000159210	SNF8	protein_coding	SNF8 subunit of ESCRT-II [Source:HGNC Symbol;Acc:HGNC:17028]	17
ENSG00000125991	ERGIC3	protein_coding	ERGIC and golgi 3 [Source:HGNC Symbol;Acc:HGNC:15927]	20
ENSG00000034713	GABARAPL2	protein_coding	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]	16
ENSG00000162385	MAGOH	protein_coding	mago homolog, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:6815]	1
ENSG00000196923	PDLIM7	protein_coding	PDZ and LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:22958]	5
ENSG00000164051	CCDC51	protein_coding	coiled-coil domain containing 51 [Source:HGNC Symbol;Acc:HGNC:25714]	3
ENSG00000172354	GNB2	protein_coding	G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]	7
ENSG00000164611	PTTG1	protein_coding	PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]	5
ENSG00000154518	ATP5MC3	protein_coding	ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]	2
ENSG00000272398	CD24	protein_coding	CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]	6
ENSG00000162910	MRPL55	protein_coding	mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]	1
ENSG00000108518	PFN1	protein_coding	profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]	17
ENSG00000189171	S100A13	protein_coding	S100 calcium binding protein A13 [Source:HGNC Symbol;Acc:HGNC:10490]	1
ENSG00000073350	LLGL2	protein_coding	LLGL scribble cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:6629]	17
ENSG00000189046	ALKBH2	protein_coding	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:32487]	12
ENSG00000133872	SARAF	protein_coding	store-operated calcium entry associated regulatory factor [Source:HGNC Symbol;Acc:HGNC:28789]	8
ENSG00000139168	ZCRB1	protein_coding	zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]	12
ENSG00000168653	NDUFS5	protein_coding	NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712]	1
ENSG00000164924	YWHAZ	protein_coding	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]	8
ENSG00000111907	TPD52L1	protein_coding	TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]	6
ENSG00000168002	POLR2G	protein_coding	RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]	11
ENSG00000160113	NR2F6	protein_coding	nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]	19
ENSG00000143384	MCL1	protein_coding	MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]	1
ENSG00000163714	U2SURP	protein_coding	U2 snRNP associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]	3
ENSG00000150316	CWC15	protein_coding	CWC15 spliceosome associated protein [Source:HGNC Symbol;Acc:HGNC:26939]	11
ENSG00000091436	MAP3K20	protein_coding	mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]	2
ENSG00000115677	HDLBP	protein_coding	high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]	2
ENSG00000171960	PPIH	protein_coding	peptidylprolyl isomerase H [Source:HGNC Symbol;Acc:HGNC:14651]	1
ENSG00000197696	NMB	protein_coding	neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]	15
ENSG00000104549	SQLE	protein_coding	squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]	8
ENSG00000225840	ENSG00000225840	processed_pseudogene	RNA, 18S ribosomal pseudogene	Y
ENSG00000075142	SRI	protein_coding	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]	7
ENSG00000205352	PRR13	protein_coding	proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528]	12
ENSG00000086062	B4GALT1	protein_coding	beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]	9
ENSG00000173473	SMARCC1	protein_coding	SWI/SNF related BAF chromatin remodeling complex subunit C1 [Source:HGNC Symbol;Acc:HGNC:11104]	3
ENSG00000070010	UFD1	protein_coding	ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520]	22
ENSG00000143799	PARP1	protein_coding	poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]	1
ENSG00000079462	PAFAH1B3	protein_coding	platelet activating factor acetylhydrolase 1b catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:8576]	19
ENSG00000166451	CENPN	protein_coding	centromere protein N [Source:HGNC Symbol;Acc:HGNC:30873]	16
ENSG00000107223	EDF1	protein_coding	endothelial differentiation related factor 1 [Source:HGNC Symbol;Acc:HGNC:3164]	9
ENSG00000119318	RAD23B	protein_coding	RAD23 nucleotide excision repair protein B [Source:HGNC Symbol;Acc:HGNC:9813]	9
ENSG00000117118	SDHB	protein_coding	succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]	1
ENSG00000185298	CCDC137	protein_coding	coiled-coil domain containing 137 [Source:HGNC Symbol;Acc:HGNC:33451]	17
ENSG00000143436	MRPL9	protein_coding	mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]	1
ENSG00000135521	LTV1	protein_coding	LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]	6
ENSG00000113068	PFDN1	protein_coding	prefoldin subunit 1 [Source:HGNC Symbol;Acc:HGNC:8866]	5
ENSG00000162909	CAPN2	protein_coding	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]	1
ENSG00000148834	GSTO1	protein_coding	glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]	10
ENSG00000142910	TINAGL1	protein_coding	tubulointerstitial nephritis antigen like 1 [Source:HGNC Symbol;Acc:HGNC:19168]	1
ENSG00000170759	KIF5B	protein_coding	kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]	10
ENSG00000114956	DGUOK	protein_coding	deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]	2
ENSG00000137876	RSL24D1	protein_coding	ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]	15
ENSG00000147123	NDUFB11	protein_coding	NADH:ubiquinone oxidoreductase subunit B11 [Source:HGNC Symbol;Acc:HGNC:20372]	X
ENSG00000150787	PTS	protein_coding	6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689]	11
ENSG00000075239	ACAT1	protein_coding	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]	11
ENSG00000113648	MACROH2A1	protein_coding	macroH2A.1 histone [Source:HGNC Symbol;Acc:HGNC:4740]	5
ENSG00000172590	MRPL52	protein_coding	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]	14
ENSG00000078668	VDAC3	protein_coding	voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]	8
ENSG00000166803	PCLAF	protein_coding	PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961]	15
ENSG00000130429	ARPC1B	protein_coding	actin related protein 2/3 complex subunit 1B [Source:HGNC Symbol;Acc:HGNC:704]	7
ENSG00000106244	PDAP1	protein_coding	PDGFA associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14634]	7
ENSG00000171067	C11orf24	protein_coding	chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]	11
ENSG00000103254	ANTKMT	protein_coding	adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]	16
ENSG00000132646	PCNA	protein_coding	proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]	20
ENSG00000187446	CHP1	protein_coding	calcineurin like EF-hand protein 1 [Source:HGNC Symbol;Acc:HGNC:17433]	15
ENSG00000146425	DYNLT1	protein_coding	dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]	6
ENSG00000168036	CTNNB1	protein_coding	catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]	3
ENSG00000136240	KDELR2	protein_coding	KDEL endoplasmic reticulum protein retention receptor 2 [Source:HGNC Symbol;Acc:HGNC:6305]	7
ENSG00000004779	NDUFAB1	protein_coding	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]	16
ENSG00000124380	SNRNP27	protein_coding	small nuclear ribonucleoprotein U4/U6.U5 subunit 27 [Source:HGNC Symbol;Acc:HGNC:30240]	2
ENSG00000089053	ANAPC5	protein_coding	anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]	12
ENSG00000169727	GPS1	protein_coding	G protein pathway suppressor 1 [Source:HGNC Symbol;Acc:HGNC:4549]	17
ENSG00000145247	OCIAD2	protein_coding	OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]	4
ENSG00000174547	MRPL11	protein_coding	mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]	11
ENSG00000183207	RUVBL2	protein_coding	RuvB like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475]	19
ENSG00000177425	PAWR	protein_coding	pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]	12
ENSG00000163565	IFI16	protein_coding	interferon gamma inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]	1
ENSG00000120694	HSPH1	protein_coding	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]	13
ENSG00000107937	GTPBP4	protein_coding	GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]	10
ENSG00000160310	PRMT2	protein_coding	protein arginine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:5186]	21
ENSG00000166794	PPIB	protein_coding	peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]	15
ENSG00000137100	DCTN3	protein_coding	dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713]	9
ENSG00000116717	GADD45A	protein_coding	growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]	1
ENSG00000110080	ST3GAL4	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]	11
ENSG00000197930	ERO1A	protein_coding	endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]	14
ENSG00000167642	SPINT2	protein_coding	serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]	19
ENSG00000157778	PSMG3	protein_coding	proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]	7
ENSG00000132780	NASP	protein_coding	nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]	1
ENSG00000136271	DDX56	protein_coding	DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193]	7
ENSG00000169045	HNRNPH1	protein_coding	heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]	5
ENSG00000100029	PES1	protein_coding	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]	22
ENSG00000063241	ISOC2	protein_coding	isochorismatase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26278]	19
ENSG00000178105	DDX10	protein_coding	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	11
ENSG00000163191	S100A11	protein_coding	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]	1
ENSG00000109475	RPL34	protein_coding	ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:10340]	4
ENSG00000007376	RPUSD1	protein_coding	RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]	16
ENSG00000172775	PSME3IP1	protein_coding	proteasome activator subunit 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29856]	16
ENSG00000173432	SAA1	protein_coding	serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]	11
ENSG00000161981	SNRNP25	protein_coding	small nuclear ribonucleoprotein U11/U12 subunit 25 [Source:HGNC Symbol;Acc:HGNC:14161]	16
ENSG00000114209	PDCD10	protein_coding	programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761]	3
ENSG00000178127	NDUFV2	protein_coding	NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]	18
ENSG00000135090	TAOK3	protein_coding	TAO kinase 3 [Source:HGNC Symbol;Acc:HGNC:18133]	12
ENSG00000117410	ATP6V0B	protein_coding	ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]	1
ENSG00000177733	HNRNPA0	protein_coding	heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]	5
ENSG00000008952	SEC62	protein_coding	SEC62 preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]	3
ENSG00000182512	GLRX5	protein_coding	glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]	14
ENSG00000065268	WDR18	protein_coding	WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]	19
ENSG00000123131	PRDX4	protein_coding	peroxiredoxin 4 [Source:HGNC Symbol;Acc:HGNC:17169]	X
ENSG00000079616	KIF22	protein_coding	kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]	16
ENSG00000172757	CFL1	protein_coding	cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]	11
ENSG00000130985	UBA1	protein_coding	ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]	X
ENSG00000213853	EMP2	protein_coding	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]	16
ENSG00000164754	RAD21	protein_coding	RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]	8
ENSG00000186193	SAPCD2	protein_coding	suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]	9
ENSG00000137955	RABGGTB	protein_coding	Rab geranylgeranyltransferase subunit beta [Source:HGNC Symbol;Acc:HGNC:9796]	1
ENSG00000123297	TSFM	protein_coding	Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12367]	12
ENSG00000069345	DNAJA2	protein_coding	DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884]	16
ENSG00000086598	TMED2	protein_coding	transmembrane p24 trafficking protein 2 [Source:HGNC Symbol;Acc:HGNC:16996]	12
ENSG00000196704	AMZ2	protein_coding	archaelysin family metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:28041]	17
ENSG00000221968	FADS3	protein_coding	fatty acid desaturase 3 [Source:HGNC Symbol;Acc:HGNC:3576]	11
ENSG00000175592	FOSL1	protein_coding	FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]	11
ENSG00000104388	RAB2A	protein_coding	RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]	8
ENSG00000069998	HDHD5	protein_coding	haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]	22
ENSG00000117139	KDM5B	protein_coding	lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039]	1
ENSG00000136261	BZW2	protein_coding	basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808]	7
ENSG00000108344	PSMD3	protein_coding	proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]	17
ENSG00000198668	CALM1	protein_coding	calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]	14
ENSG00000140391	TSPAN3	protein_coding	tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]	15
ENSG00000164163	ABCE1	protein_coding	ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]	4
ENSG00000128422	KRT17	protein_coding	keratin 17 [Source:HGNC Symbol;Acc:HGNC:6427]	17
ENSG00000132603	NIP7	protein_coding	nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328]	16
ENSG00000115350	POLE4	protein_coding	DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]	2
ENSG00000143977	SNRPG	protein_coding	small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]	2
ENSG00000167969	ECI1	protein_coding	enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703]	16
